EVENT_VALUE,TAG_ID,EVENT_TIME
0.002,1503727,2020-01-16
0.0,1503728,2020-01-16
8.1,1503729,2020-01-16
7.894,1503730,2020-01-16
32.084,1503731,2020-01-16
37.88,1503732,2020-01-16
0.263,1503733,2020-01-16
0.26,1503734,2020-01-16
0.0,1503735,2020-01-16
0.0,1503736,2020-01-16
0.0,1503737,2020-01-16
0.0,1503738,2020-01-16
0.0,1503739,2020-01-16
4.9,1503740,2020-01-16
8.471,1503741,2020-01-16
41.942,1503742,2020-01-16
40.086999999999996,1503743,2020-01-16
15.7,1503744,2020-01-16
14.885,1503745,2020-01-16
10.2,1503746,2020-01-16
11.887,1503747,2020-01-16
0.0,1503748,2020-01-16
0.0,1503749,2020-01-16
0.0,1503750,2020-01-16
0.0,1503751,2020-01-16
0.7,1503752,2020-01-16
3.696,1503753,2020-01-16
0.0,1503754,2020-01-16
167.13099999999997,1503755,2020-01-16
167.62400000000002,1503756,2020-01-16
10.1,1503757,2020-01-16
10.259,1503758,2020-01-16
0.0,1503759,2020-01-16
2.931,1503760,2020-01-16
1.7630000000000001,1503761,2020-01-16
0.0,1503762,2020-01-16
0.0,1503763,2020-01-16
3.3,1503764,2020-01-16
4.945,1503765,2020-01-16
0.0,1503766,2020-01-16
0.0,1503767,2020-01-16
1.4,1503768,2020-01-16
2.835,1503769,2020-01-16
1.8,1503770,2020-01-16
1.791,1503771,2020-01-16
0.0,1503772,2020-01-16
0.0,1503773,2020-01-16
0.917,1503774,2020-01-16
21.7,1503775,2020-01-16
23.502,1503776,2020-01-16
49.3,1503777,2020-01-16
48.56100000000001,1503778,2020-01-16
0.0,1503779,2020-01-16
0.0,1503780,2020-01-16
0.0,1503781,2020-01-16
0.0,1503782,2020-01-16
0.0,1503783,2020-01-16
0.0,1503784,2020-01-16
0.005,1503785,2020-01-16
0.23399999999999999,1503786,2020-01-16
0.0,1503787,2020-01-16
0.0,1503788,2020-01-16
1.9,1503789,2020-01-16
0.0,1503790,2020-01-16
0.0,1503791,2020-01-16
10.054,1503792,2020-01-16
10.667,1503793,2020-01-16
0.0,1503794,2020-01-16
0.0,1503795,2020-01-16
0.0,1503796,2020-01-16
0.0,1503797,2020-01-16
21.464000000000002,1503798,2020-01-16
22.525,1503799,2020-01-16
37.714,1503800,2020-01-16
37.571,1503801,2020-01-16
0.006999999999999999,1503802,2020-01-16
0.185,1503803,2020-01-16
40.599000000000004,1503804,2020-01-16
42.042,1503805,2020-01-16
13.907,1503806,2020-01-16
16.511,1503807,2020-01-16
12.582,1503808,2020-01-16
12.94,1503809,2020-01-16
0.0,1503810,2020-01-16
0.0,1503811,2020-01-16
0.0,1503812,2020-01-16
0.0,1503813,2020-01-16
0.0,1503814,2020-01-16
0.0,1503815,2020-01-16
0.001,1503816,2020-01-16
0.0,1503817,2020-01-16
0.0,1503818,2020-01-16
0.0,1503819,2020-01-16
0.0,1503820,2020-01-16
0.0,1503821,2020-01-16
0.0,1503822,2020-01-16
204.175,1503823,2020-01-16
201.442,1503824,2020-01-16
2.853,1503825,2020-01-16
3.009,1503826,2020-01-16
0.0,1503827,2020-01-16
0.0,1503828,2020-01-16
0.0,1503829,2020-01-16
15.513,1503830,2020-01-16
13.584000000000001,1503831,2020-01-16
0.0,1503832,2020-01-16
0.0,1503833,2020-01-16
19.7,1503834,2020-01-16
2.5,1503835,2020-01-16
8.3,1503836,2020-01-16
0.0,1503837,2020-01-16
0.0,1503838,2020-01-16
290.009,1503839,2020-01-16
282.99,1503840,2020-01-16
52.8,1503841,2020-01-16
0.0,1503842,2020-01-16
0.0,1503843,2020-01-16
0.0,1503844,2020-01-16
10.006,1503845,2020-01-16
12.859000000000002,1503846,2020-01-16
0.0,1503847,2020-01-16
0.0,1503848,2020-01-16
0.0,1503849,2020-01-16
0.0,1503850,2020-01-16
100.0,1503851,2020-01-16
101.7,1503852,2020-01-16
99.509,1503853,2020-01-16
115.6,1503854,2020-01-16
119.074,1503855,2020-01-16
0.4,1503856,2020-01-16
0.327,1503857,2020-01-16
0.0,1503858,2020-01-16
0.0,1503859,2020-01-16
0.0,1503860,2020-01-16
2.0,1503861,2020-01-16
2.0,1503862,2020-01-16
14.655999999999999,1503863,2020-01-16
14.923,1503864,2020-01-16
73.87100000000001,1503865,2020-01-16
67.616,1503866,2020-01-16
0.0,1503867,2020-01-16
0.0,1503868,2020-01-16
17.0,1503869,2020-01-16
26.122,1503870,2020-01-16
0.1,1503871,2020-01-16
1.9680000000000002,1503872,2020-01-16
0.0,1503873,2020-01-16
0.0,1503874,2020-01-16
0.0,1503875,2020-01-16
0.0,1503876,2020-01-16
1.36,1503877,2020-01-16
0.6,1503878,2020-01-16
0.298,1503879,2020-01-16
40.9,1503880,2020-01-16
39.514,1503881,2020-01-16
0.8,1503882,2020-01-16
2.104,1503883,2020-01-16
11.9,1503884,2020-01-16
48.1,1503885,2020-01-16
46.873000000000005,1503886,2020-01-16
0.0,1503887,2020-01-16
0.0,1503888,2020-01-16
0.0,1503889,2020-01-16
0.0,1503890,2020-01-16
0.0,1503891,2020-01-16
0.0,1503892,2020-01-16
35.2,1503893,2020-01-16
34.674,1503894,2020-01-16
0.2,1503895,2020-01-16
0.231,1503896,2020-01-16
1.4,1503897,2020-01-16
2.213,1503898,2020-01-16
0.0,1503899,2020-01-16
0.0,1503900,2020-01-16
4.0,1503901,2020-01-16
4.329,1503902,2020-01-16
0.0,1503903,2020-01-16
0.0,1503904,2020-01-16
427.655,1503905,2020-01-16
430.452,1503906,2020-01-16
0.0,1503907,2020-01-16
9.699,1503908,2020-01-16
12.633,1503909,2020-01-16
71.0,1503910,2020-01-16
72.02,1503911,2020-01-16
0.0,1503912,2020-01-16
275.191,1503913,2020-01-16
268.07599999999996,1503914,2020-01-16
32.874,1503915,2020-01-16
49.028999999999996,1503916,2020-01-16
0.0,1503917,2020-01-16
0.0,1503918,2020-01-16
49.25,1503919,2020-01-16
67.92399999999999,1503920,2020-01-16
0.0,1503921,2020-01-16
13.2,1503922,2020-01-16
14.614,1503923,2020-01-16
31.058000000000003,1503924,2020-01-16
37.562,1503925,2020-01-16
549.715,1503926,2020-01-16
550.0269999999999,1503927,2020-01-16
0.0,1503928,2020-01-16
0.0,1503929,2020-01-16
2.5,1503930,2020-01-16
5.435,1503931,2020-01-16
8.7,1503932,2020-01-16
11.9,1503933,2020-01-16
23.823,1503934,2020-01-16
30.239,1503935,2020-01-16
24.8,1503936,2020-01-16
24.476999999999997,1503937,2020-01-16
16.9,1503938,2020-01-16
18.766,1503939,2020-01-16
32.6,1503940,2020-01-16
41.791000000000004,1503941,2020-01-16
16.2,1503942,2020-01-16
13.782,1503943,2020-01-16
36.1,1503944,2020-01-16
35.126999999999995,1503945,2020-01-16
13.2,1503946,2020-01-16
15.116,1503947,2020-01-16
5.4,1503948,2020-01-16
5.151,1503949,2020-01-16
0.0,1503950,2020-01-16
0.0,1503951,2020-01-16
52.3,1503952,2020-01-16
47.606,1503953,2020-01-16
0.0,1503954,2020-01-16
0.0,1503955,2020-01-16
0.0,1503956,2020-01-16
32.9,1503957,2020-01-16
33.623000000000005,1503958,2020-01-16
325.575,1503959,2020-01-16
328.29400000000004,1503960,2020-01-16
3.714,1503961,2020-01-16
2.3169999999999997,1503962,2020-01-16
159.7,1503963,2020-01-16
158.127,1503964,2020-01-16
0.0,1503965,2020-01-16
0.0,1503966,2020-01-16
252.753,1503967,2020-01-16
248.24200000000002,1503968,2020-01-16
96.0,1503969,2020-01-16
95.404,1503970,2020-01-16
222.16,1503971,2020-01-16
221.78900000000002,1503972,2020-01-16
256.5,1503973,2020-01-16
248.08700000000002,1503974,2020-01-16
241.0,1503975,2020-01-16
247.4,1503976,2020-01-16
713.743,1503977,2020-01-16
712.457,1503978,2020-01-16
0.0,1503979,2020-01-16
0.0,1503980,2020-01-16
318.769,1503981,2020-01-16
318.967,1503982,2020-01-16
0.0,1503983,2020-01-16
0.0,1503984,2020-01-16
0.003,1503985,2020-01-16
0.0,1503986,2020-01-16
4.731,1503987,2020-01-16
3.966,1503988,2020-01-16
0.038,1503989,2020-01-16
0.121,1503990,2020-01-16
0.0,1503991,2020-01-16
0.0,1503992,2020-01-16
0.0,1503993,2020-01-16
0.0,1503994,2020-01-16
0.773,1503995,2020-01-16
0.0,1503996,2020-01-16
0.0,1503997,2020-01-16
16.1,1503998,2020-01-16
16.785999999999998,1503999,2020-01-16
