0,60522
1,60472
2,217412
3,32865
4,53821
5,60396
6,57954
7,53761
8,27193
9,99826
10,13130
11,91301
12,217406
13,100792
14,92082
15,217408
16,217407
17,215766
18,107363
19,107512
20,108280
21,121557
22,105501
23,106253
24,106358
25,106452
26,105584
27,217413
28,217411
29,60500
30,213858
31,213857
32,215743
33,215742
34,215745
35,215744
36,215746
37,107584
38,217410
39,213891
40,108228
41,108345
42,112727
43,90431
